problem_id,concept_id,question_text,image_url,problem_type,choice_1,choice_2,choice_3,choice_4,correct_answer,difficulty
1181,234,25×4는 얼마입니까?,,MCQ,80,90,100,110,3,0
1182,234,27×3은 얼마입니까?,,MCQ,71,81,91,101,2,3
1183,235,24×5는 얼마입니까?,,MCQ,100,110,120,130,3,-3
1184,235,47×6은 얼마입니까?,,MCQ,262,272,282,372,3,0
1185,235,86×4는 얼마입니까?,,MCQ,324,334,344,354,3,3
1186,1320,1 cm는 몇 mm입니까?,,MCQ,1 mm,10 mm,100 mm,1000 mm,2,-3
1187,1320,3 cm 5 mm는 몇 mm입니까?,,MCQ,8 mm,35 mm,305 mm,350 mm,2,0
1188,1320,48 mm는 몇 cm 몇 mm입니까?,,MCQ,4 cm 8 mm,4 cm 80 mm,40 cm 8 mm,48 cm,1,3
1189,1319,어림으로 약 1 m인 물건은?,,MCQ,새끼손가락,책상의 가로 길이,머리카락 굵기,운동장 한 바퀴,2,-3
1190,1319,약 1 km와 가장 비슷한 거리는?,,MCQ,학교에서 동네 시장까지 걸어서 약 15분 거리,책상 한 변,손가락 한 마디,책 한 권 두께,1,0
1191,1319,어림한 결과 가장 짧은 길이는?,,MCQ,책의 길이 약 25 cm,손가락의 길이 약 7 cm,키 약 1 m 30 cm,운동장 가로 약 50 m,2,3
1192,1314,1분은 몇 초입니까?,,MCQ,10초,30초,60초,100초,3,-3
1193,1314,120초는 몇 분입니까?,,MCQ,1분,2분,3분,12분,2,0
1194,1314,3분 30초는 몇 초입니까?,,MCQ,30초,180초,210초,330초,3,3
1195,1316,2시간 10분 + 1시간 20분은?,,MCQ,3시간 10분,3시간 30분,4시간 30분,4시간 10분,2,-3
1196,1316,3시 30분에서 1시간 후의 시각은?,,MCQ,3시 30분,4시 30분,4시 50분,5시 30분,2,0
1197,1316,5시 50분 - 2시 20분은?,,MCQ,2시간 30분,3시간 30분,3시간 50분,4시간 30분,2,3
1198,1315,1시간 40분 + 30분은?,,MCQ,1시간 70분,2시간 10분,2시간 70분,3시간,2,-3
1199,1315,3시 50분에서 20분 후는 몇 시 몇 분입니까?,,MCQ,3시 70분,4시 10분,4시 20분,4시 30분,2,0
1200,1315,4시 15분에서 1시간 30분 전의 시각은?,,MCQ,2시 45분,3시 45분,2시 15분,5시 45분,1,3
1201,50,사탕 8개를 2명이 똑같이 나눠 가지면 한 명이 받는 사탕은 몇 개입니까?,,MCQ,2개,3개,4개,6개,3,-3
1202,50,색종이 18장을 6명이 똑같이 나눠 가지면 한 사람이 몇 장씩 받습니까?,,MCQ,2장,3장,6장,12장,2,0
1203,50,사과 24개를 한 봉지에 6개씩 똑같이 나누어 담으면 봉지는 모두 몇 개가 됩니까?,,MCQ,3개,4개,5개,6개,2,3
1204,51,'전체를 3등분한 것 중 1조각'을 분수로 나타내면?,,MCQ,1/2,1/3,1/4,3/1,2,-3
1205,51,1/4에서 분모는?,,MCQ,1,2,3,4,4,0
1206,51,한 판에 8조각이 있는 피자 중 3조각을 분수로 나타내면?,,MCQ,3/5,3/8,5/8,8/3,2,3
1207,52,전체를 4등분한 것 중 2조각의 크기는 전체의 얼마입니까?,,MCQ,1/4,2/4,2/2,4/2,2,-3
1208,52,전체를 5등분한 것 중 3조각의 크기를 분수로 나타내면?,,MCQ,2/5,3/5,3/8,5/3,2,0
1209,52,부분이 전체의 1/4일 때 전체는 부분의 몇 배입니까?,,MCQ,1배,2배,3배,4배,4,3
1210,62,1/5와 3/5 중 더 큰 분수는?,,MCQ,1/5,3/5,같다,모름,2,-3
1211,62,다음 중 가장 큰 분수는?,,MCQ,2/7,5/7,3/7,6/7,4,0
1212,62,분모가 같은 분수의 크기 비교에서 무엇을 비교해야 합니까?,,MCQ,분모를 비교한다,분자를 비교한다,둘 다 무시한다,더하기로 본다,2,3
1213,63,단위분수란 분자가 어떤 분수입니까?,,MCQ,0,1,2,분모와 같다,2,-3
1214,63,다음 중 단위분수가 아닌 것은?,,MCQ,1/2,1/3,1/4,2/5,4,0
1215,63,1/6은 단위분수입니까?,,MCQ,단위분수다,단위분수가 아니다,알 수 없다,분자가 같지 않다,1,3
1216,64,1/2와 1/3 중 더 큰 분수는?,,MCQ,1/2,1/3,같다,알 수 없다,1,-3
1217,64,1/5와 1/7 중 더 큰 분수는?,,MCQ,1/5,1/7,같다,알 수 없다,1,0
1218,64,단위분수에서 분모가 클수록 분수의 크기는 어떻게 됩니까?,,MCQ,커진다,작아진다,변함없다,알 수 없다,2,3
1219,68,'0.5'에서 소수점은 어디에 있습니까?,,MCQ,0과 5 사이,5 뒤,0 앞,없다,1,-3
1220,68,1/10을 소수로 나타내면?,,MCQ,0.1,0.01,1.0,10,1,0
1221,68,0.7은 1/10이 몇 개인 수입니까?,,MCQ,1개,5개,7개,10개,3,3
1222,69,2.5에서 자연수 부분은?,,MCQ,2,5,0,25,1,-3
1223,69,3과 0.6을 합한 소수는?,,MCQ,3.6,36,0.36,3.06,1,0
1224,69,1.4를 두 부분으로 나누면 1과 어떤 소수입니까?,,MCQ,0.4,0.04,0.14,4,1,3
1225,73,0.3과 0.5 중 더 큰 수는?,,MCQ,0.3,0.5,같다,알 수 없다,2,-3
1226,73,다음 중 가장 큰 소수는?,,MCQ,0.6,0.4,0.9,0.2,3,0
1227,73,2.3과 2.7 중 더 큰 수는?,,MCQ,2.3,2.7,같다,알 수 없다,2,3
1228,181,123+456은 얼마입니까?,,MCQ,569,579,589,679,2,-3
1229,181,234+512는 얼마입니까?,,MCQ,736,746,756,846,2,0
1230,181,405+□=789일 때 □에 알맞은 수는?,,MCQ,374,384,394,1194,2,3
1231,226,156+237은 얼마입니까?,,MCQ,383,393,403,493,2,-3
1232,226,348+125는 얼마입니까?,,MCQ,463,473,483,573,2,0
1233,226,528+264는 얼마입니까?,,MCQ,782,792,802,882,2,3
1234,227,387+456은 얼마입니까?,,MCQ,833,843,853,943,2,-3
1235,227,654+278은 얼마입니까?,,MCQ,922,932,942,1032,2,0
1236,227,469+387은 얼마입니까?,,MCQ,846,856,866,956,2,3
1237,228,589+678은 얼마입니까?,,MCQ,1257,1267,1277,1367,2,-3
1238,228,759+486은 얼마입니까?,,MCQ,1235,1245,1255,1345,2,0
1239,228,987+654는 얼마입니까?,,MCQ,1631,1641,1651,1741,2,3
1240,250,사탕 10개를 5명이 똑같이 나누면 한 사람은 몇 개를 받습니까?,,MCQ,2개,3개,5개,10개,1,-3
1241,250,30개의 색종이를 6명이 똑같이 나누면 한 사람은 몇 장을 받습니까?,,MCQ,4장,5장,6장,24장,2,0
1242,250,42개의 구슬을 7명이 똑같이 나누면 한 사람은 몇 개를 받습니까?,,MCQ,5개,6개,7개,8개,2,3
1243,251,12개의 사탕을 한 봉지에 4개씩 담으면 봉지는 몇 개가 됩니까?,,MCQ,2개,3개,4개,6개,2,-3
1244,251,30개의 사과를 한 상자에 6개씩 담으면 상자는 몇 개가 됩니까?,,MCQ,4개,5개,6개,8개,2,0
1245,251,56개의 구슬을 한 묶음에 8개씩 묶으면 묶음은 몇 개가 됩니까?,,MCQ,5개,6개,7개,8개,3,3
1246,240,20×30은 얼마입니까?,,MCQ,50,200,600,6000,3,-3
1247,240,50×40은 얼마입니까?,,MCQ,200,2000,20000,90,2,0
1248,240,70×□=2800일 때 □에 알맞은 수는?,,MCQ,30,40,50,70,2,3
1249,241,12×30은 얼마입니까?,,MCQ,36,120,360,3600,3,-3
1250,241,25×40은 얼마입니까?,,MCQ,100,1000,1200,10000,2,0
1251,241,43×50은 얼마입니까?,,MCQ,215,2050,2100,2150,4,3
1252,242,12×21은 얼마입니까?,,MCQ,232,242,252,262,3,-3
1253,242,13×24는 얼마입니까?,,MCQ,302,312,322,412,2,0
1254,242,15×31은 얼마입니까?,,MCQ,455,465,475,565,2,3
1255,243,23×45는 얼마입니까?,,MCQ,935,1035,1135,1335,2,-3
1256,243,38×27은 얼마입니까?,,MCQ,916,926,1026,1126,3,0
1257,243,54×63은 얼마입니까?,,MCQ,3302,3402,3502,3602,2,3
1258,247,한 상자에 사과가 12개씩 있습니다. 5상자에는 모두 몇 개입니까?,,MCQ,50,55,60,70,3,-3
1259,247,한 줄에 사람이 15명씩 서 있습니다. 8줄이면 모두 몇 명입니까?,,MCQ,100,110,120,130,3,0
1260,247,한 권에 25페이지인 책을 12권 사면 페이지는 모두 몇 쪽입니까?,,MCQ,250,280,300,350,3,3
1261,855,원의 한가운데에 있는 점을 무엇이라고 합니까?,,MCQ,중심,변,꼭짓점,반지름,1,-3
1262,855,원의 반지름이 5 cm일 때 지름은 몇 cm입니까?,,MCQ,5 cm,10 cm,15 cm,20 cm,2,0
1263,855,지름이 16 cm인 원의 반지름은?,,MCQ,4 cm,6 cm,8 cm,10 cm,3,3
1264,856,한 원에서 반지름은 모두 같습니까?,,MCQ,같다,다르다,알 수 없다,한 개만 같다,1,-3
1265,856,한 원의 지름은 반지름의 몇 배입니까?,,MCQ,1배,2배,3배,4배,2,0
1266,856,반지름이 7 cm인 원에서 지름을 두 개 그렸을 때 두 지름의 길이의 합은?,,MCQ,14 cm,21 cm,28 cm,35 cm,3,3
1267,862,컴퍼스로 원을 그릴 때 두 다리 중 한쪽은 어디에 둡니까?,,MCQ,원의 중심,원의 변,원 밖,종이의 가장자리,1,-3
1268,862,컴퍼스의 두 다리 사이의 거리는 무엇과 같습니까?,,MCQ,지름,반지름,원의 둘레,종이의 가로,2,0
1269,862,컴퍼스로 반지름이 4 cm인 원을 그리려면 두 다리 사이의 거리를 몇 cm로 벌려야 합니까?,,MCQ,2 cm,4 cm,6 cm,8 cm,2,3
1270,863,원 두 개를 겹치지 않게 나란히 그리면 어떤 모양에 가깝습니까?,,MCQ,안경 모양,삼각형,사각형,별,1,-3
1271,863,원과 사각형을 이용해 만들 수 있는 모양은?,,MCQ,자동차 모양,별 모양,동그라미 하나,화살표,1,0
1272,863,같은 크기의 원 세 개를 일직선으로 이어 그렸을 때 만들어지는 모양은?,,MCQ,신호등 모양,안경 모양,삼각형,사각형,1,3
1273,53,전체를 4등분한 것 중 1조각을 분수로 나타내면?,,MCQ,1/2,1/3,1/4,1/5,3,-3
1274,53,사과 10개 중 3개를 분수로 나타내면?,,MCQ,3/7,3/10,7/10,10/3,2,0
1275,53,한 다스(12개)에서 5개를 분수로 나타내면?,,MCQ,5/7,5/12,7/12,12/5,2,3
1276,54,6의 1/2은 얼마입니까?,,MCQ,2,3,4,6,2,-3
1277,54,12의 1/3은 얼마입니까?,,MCQ,3,4,6,9,2,0
1278,54,20의 3/4은 얼마입니까?,,MCQ,5,10,15,20,3,3
1279,55,길이 8 cm의 1/2은 얼마입니까?,,MCQ,2 cm,3 cm,4 cm,6 cm,3,-3
1280,55,길이 15 cm의 1/3은 얼마입니까?,,MCQ,3 cm,5 cm,9 cm,10 cm,2,0
1281,55,길이 24 cm의 3/4은 얼마입니까?,,MCQ,12 cm,16 cm,18 cm,20 cm,3,3
1282,56,다음 중 진분수는?,,MCQ,5/4,3/3,2/3,7/5,3,-3
1283,56,진분수의 정의는?,,MCQ,분자가 분모보다 작은 분수,분자가 분모와 같은 분수,분자가 분모보다 큰 분수,분자가 0인 분수,1,0
1284,56,다음 중 진분수가 아닌 것은?,,MCQ,1/2,3/5,7/9,5/5,4,3
1285,59,대분수의 정의는?,,MCQ,자연수와 진분수의 합으로 이루어진 분수,분자가 0인 분수,분자가 분모보다 큰 분수,자연수만 있는 분수,1,-3
1286,59,1과 1/2을 대분수로 바르게 나타낸 것은?,,MCQ,1 1/2,11/2,3/2,0.5,1,0
1287,59,다음 중 대분수는?,,MCQ,7/4,3/5,2와 1/3,5/3,3,3
1288,58,가분수의 정의는?,,MCQ,분자가 분모보다 작은 분수,분자가 분모와 같거나 큰 분수,자연수만 있는 분수,분자가 0인 분수,2,-3
1289,58,다음 중 가분수는?,,MCQ,1/4,3/4,4/4,2/5,3,0
1290,58,다음 중 가분수가 아닌 것은?,,MCQ,5/4,7/3,9/9,2/5,4,3
1291,57,분수로 자연수 2를 나타내면?,,MCQ,2/1,2/2,1/2,0/2,1,-3
1292,57,6/3을 자연수로 나타내면 얼마입니까?,,MCQ,2,3,6,18,1,0
1293,57,자연수 5를 분모가 4인 가분수로 나타내면?,,MCQ,4/5,5/4,20/4,4/20,3,3
1294,60,1과 1/3을 가분수로 나타내면?,,MCQ,3/3,4/3,3/4,4/4,2,-3
1295,60,2와 1/4을 가분수로 나타내면?,,MCQ,5/4,7/4,9/4,11/4,3,0
1296,60,3과 2/5을 가분수로 나타내면?,,MCQ,13/5,15/5,17/5,19/5,3,3
1297,61,5/3을 대분수로 나타내면?,,MCQ,1과 1/3,1과 2/3,2와 1/3,2와 2/3,2,-3
1298,61,11/4을 대분수로 나타내면?,,MCQ,2와 1/4,2와 3/4,3과 1/4,3과 2/4,2,0
1299,61,17/6을 대분수로 나타내면?,,MCQ,2와 1/6,2와 5/6,3과 1/6,3과 5/6,2,3
1300,65,5/3과 7/3 중 더 큰 가분수는?,,MCQ,5/3,7/3,같다,알 수 없다,2,-3
1301,65,다음 중 가장 큰 가분수는?,,MCQ,8/5,9/5,11/5,7/5,3,0
1302,65,분모가 같을 때 가분수의 크기는 무엇으로 결정됩니까?,,MCQ,분모,분자,둘 다 비교,알 수 없다,2,3
1303,67,7/4와 1과 1/4 중 더 큰 분수는?,,MCQ,7/4,1과 1/4,같다,알 수 없다,1,-3
1304,67,9/5와 2와 1/5 중 더 큰 분수는?,,MCQ,9/5,2와 1/5,같다,알 수 없다,2,0
1305,67,분모가 같은 가분수와 대분수를 비교할 때 가장 알맞은 방법은?,,MCQ,모두 가분수나 대분수로 통일하여 비교,분자만 비교,분모만 비교,비교 불가,1,3
1306,1324,1 L는 몇 mL입니까?,,MCQ,10 mL,100 mL,1000 mL,10000 mL,3,-3
1307,1324,2 L 500 mL는 몇 mL입니까?,,MCQ,250 mL,2050 mL,2500 mL,25000 mL,3,0
1308,1324,3500 mL는 몇 L 몇 mL입니까?,,MCQ,3 L 5 mL,3 L 50 mL,3 L 500 mL,35 L,3,3
1309,1322,우유 한 팩의 들이로 가장 알맞은 것은?,,MCQ,1 mL,10 mL,200 mL,100 L,3,-3
1310,1322,욕조의 들이로 가장 알맞은 것은?,,MCQ,200 mL,2 L,20 L,200 L,4,0
1311,1322,다음 중 들이가 가장 큰 것은?,,MCQ,종이컵,작은 물병,큰 양동이,숟가락,3,3
1312,1325,1 L 200 mL + 500 mL는?,,MCQ,1 L 200 mL,1 L 500 mL,1 L 700 mL,2 L 700 mL,3,-3
1313,1325,2 L 300 mL + 1 L 400 mL는?,,MCQ,3 L 300 mL,3 L 600 mL,3 L 700 mL,4 L 700 mL,3,0
1314,1325,3 L - 1 L 500 mL는?,,MCQ,1 L 500 mL,2 L,1 L,500 mL,1,3
1315,1328,1 kg은 몇 g입니까?,,MCQ,10 g,100 g,1000 g,10000 g,3,-3
1316,1328,3 kg 500 g은 몇 g입니까?,,MCQ,350 g,3050 g,3500 g,35000 g,3,0
1317,1328,2500 g은 몇 kg 몇 g입니까?,,MCQ,2 kg 5 g,2 kg 50 g,2 kg 500 g,25 kg,3,3
1318,1327,사과 한 개의 무게로 가장 알맞은 것은?,,MCQ,2 g,200 g,2 kg,20 kg,2,-3
1319,1327,어른의 몸무게로 가장 알맞은 것은?,,MCQ,6 kg,60 kg,600 kg,6 g,2,0
1320,1327,다음 중 무게가 가장 무거운 것은?,,MCQ,책 한 권,자동차,연필 한 자루,사과 한 개,2,3
1321,1330,1 kg 200 g + 500 g은?,,MCQ,1 kg 500 g,1 kg 700 g,2 kg 700 g,1 kg 200 g,2,-3
1322,1330,3 kg 400 g + 2 kg 500 g은?,,MCQ,5 kg 500 g,5 kg 800 g,5 kg 900 g,6 kg 100 g,3,0
1323,1330,5 kg - 2 kg 300 g은?,,MCQ,2 kg 300 g,2 kg 700 g,3 kg 300 g,3 kg 700 g,2,3
1324,1448,표를 만들 때 행과 열에 들어가는 정보는?,,MCQ,자료의 종류와 수,그림,색깔,글자,1,-3
1325,1448,표의 합계 부분에는 무엇을 적습니까?,,MCQ,가장 큰 수,모든 자료의 수의 합,평균,가장 작은 수,2,0
1326,1448,"표에 합계 30, 1반 12, 2반 18로 나타나 있을 때 이 표가 의미하는 것으로 알맞은 것은?",,MCQ,두 반의 학생 수,두 학교의 학생 수,어른의 수,알 수 없다,1,3
1327,1449,자료를 표로 나타낼 때 가장 먼저 해야 할 일은?,,MCQ,자료를 모은다,색칠한다,그림을 그린다,노래한다,1,-3
1328,1449,학생 30명의 좋아하는 책을 조사하여 표로 나타낼 때 표의 합계는?,,MCQ,책의 종류 수,학생 수,책 제목의 글자 수,알 수 없다,2,0
1329,1449,자료를 표로 정확하게 나타내려면 자료를 모을 때 가장 주의할 점은?,,MCQ,모든 자료를 빠뜨리지 않고 모은다,일부만 모은다,색을 칠한다,빠르게 끝낸다,1,3
1330,1451,그림그래프란 무엇입니까?,,MCQ,그림을 이용하여 자료의 수를 나타내는 그래프,글로 적은 자료,막대로 나타내는 그래프,점만 찍은 그래프,1,-3
1331,1451,"그림그래프에서 큰 그림이 5명, 작은 그림이 1명을 나타낼 때 큰 그림 2개와 작은 그림 3개는 모두 몇 명입니까?",,MCQ,8명,10명,11명,13명,4,0
1332,1451,그림그래프의 장점은?,,MCQ,한눈에 비교하기 쉽다,글자가 많아진다,자료가 사라진다,시간이 오래 걸린다,1,3
1333,1452,그림그래프를 그리려면 가장 먼저 무엇을 정해야 합니까?,,MCQ,그림이 나타내는 단위,색깔,글씨 크기,종이의 색,1,-3
1334,1452,5명을 큰 그림 하나로 나타내기로 했다면 25명은 큰 그림 몇 개로 나타냅니까?,,MCQ,2개,5개,25개,30개,2,0
1335,1452,"자료의 수가 23일 때 큰 그림 10, 작은 그림 1로 나타낸다면 큰 그림과 작은 그림은 각각 몇 개입니까?",,MCQ,큰 2 작은 3,큰 3 작은 2,큰 1 작은 23,큰 2 작은 30,1,3
1336,236,123×2는 얼마입니까?,,MCQ,246,256,266,346,1,-3
1337,236,211×3은 얼마입니까?,,MCQ,633,643,653,723,1,0
1338,236,312×3은 얼마입니까?,,MCQ,936,946,956,1036,1,3
1339,237,124×3은 얼마입니까?,,MCQ,362,372,382,472,2,-3
1340,237,215×4는 얼마입니까?,,MCQ,850,860,870,960,2,0
1341,237,308×3은 얼마입니까?,,MCQ,904,914,924,1024,3,3
1342,238,152×3은 얼마입니까?,,MCQ,446,456,466,556,2,-3
1343,238,273×4는 얼마입니까?,,MCQ,1082,1092,1102,1192,2,0
1344,238,568×5는 얼마입니까?,,MCQ,2740,2840,2940,3040,2,3
1345,255,40÷2는 얼마입니까?,,MCQ,10,20,30,40,2,-3
1346,255,60÷3은 얼마입니까?,,MCQ,10,15,20,30,3,0
1347,255,80÷4는 얼마입니까?,,MCQ,10,15,20,25,3,3
1348,256,30÷2는 얼마입니까?,,MCQ,10,15,20,25,2,-3
1349,256,50÷2는 얼마입니까?,,MCQ,15,20,25,30,3,0
1350,256,70÷5는 얼마입니까?,,MCQ,12,14,16,18,2,3
1351,257,36÷3은 얼마입니까?,,MCQ,11,12,13,14,2,-3
1352,257,84÷4는 얼마입니까?,,MCQ,20,21,22,24,2,0
1353,257,99÷3은 얼마입니까?,,MCQ,31,32,33,34,3,3
1354,258,52÷4는 얼마입니까?,,MCQ,11,12,13,14,3,-3
1355,258,76÷4는 얼마입니까?,,MCQ,17,18,19,20,3,0
1356,258,91÷7은 얼마입니까?,,MCQ,11,12,13,14,3,3
1357,262,13÷4의 나머지는?,,MCQ,1,2,3,4,1,-3
1358,262,25÷3의 몫과 나머지는?,,MCQ,몫 8 나머지 1,몫 7 나머지 2,몫 8 나머지 0,몫 9 나머지 1,1,0
1359,262,47÷9의 몫과 나머지는?,,MCQ,몫 4 나머지 11,몫 5 나머지 2,몫 5 나머지 5,몫 6 나머지 1,2,3
1360,263,23÷4의 몫과 나머지는?,,MCQ,몫 5 나머지 3,몫 6 나머지 1,몫 5 나머지 4,몫 4 나머지 7,1,-3
1361,263,53÷7의 몫과 나머지는?,,MCQ,몫 7 나머지 4,몫 7 나머지 7,몫 8 나머지 0,몫 6 나머지 11,1,0
1362,263,86÷9의 몫과 나머지는?,,MCQ,몫 9 나머지 5,몫 9 나머지 0,몫 10 나머지 4,몫 8 나머지 14,1,3
1363,259,120÷3은 얼마입니까?,,MCQ,30,40,50,60,2,-3
1364,259,250÷5는 얼마입니까?,,MCQ,40,50,60,70,2,0
1365,259,432÷4는 얼마입니까?,,MCQ,98,108,118,128,2,3
1366,260,121÷3의 나머지는?,,MCQ,1,2,3,4,1,-3
1367,260,257÷4의 몫과 나머지는?,,MCQ,몫 64 나머지 1,몫 63 나머지 5,몫 65 나머지 0,몫 62 나머지 9,1,0
1368,260,478÷5의 몫과 나머지는?,,MCQ,몫 95 나머지 3,몫 96 나머지 0,몫 94 나머지 8,몫 97 나머지 5,1,3
1369,261,13÷4=3...1을 검산하는 식은?,,MCQ,4×3+1=13,4-3=1,13×4=52,4÷3=1,1,-3
1370,261,어떤 수를 7로 나누었더니 몫이 6이고 나머지가 2였습니다. 그 수는?,,MCQ,40,42,44,46,3,0
1371,261,어떤 수를 9로 나누었더니 몫이 5이고 나머지가 4였습니다. 어떤 수는?,,MCQ,41,45,49,54,3,3
1372,861,같은 원을 일렬로 4개 그릴 때 원의 중심은 모두 한 직선 위에 있어야 합니까?,,MCQ,그렇다,아니다,알 수 없다,어떻게 그려도 좋다,1,-3
1373,861,원의 중심을 1 cm 간격으로 옆으로 옮기며 5개를 그리면 첫 원의 중심에서 마지막 원의 중심까지 거리는 얼마입니까?,,MCQ,1 cm,4 cm,5 cm,6 cm,2,0
1374,861,같은 크기의 원 3개를 가로로 일렬로 겹치지 않게 이어 그릴 때 가장 왼쪽 원의 중심에서 가장 오른쪽 원의 중심까지의 거리는 지름의 몇 배입니까?,,MCQ,1배,2배,3배,4배,2,3
